_id,Lat,Long,OWNER,TOTAL_VALUE,YR_BUILT,OVERALL_COND,Evict_rate,Code_violation_count,Likelihood_of_purchase,Landlord_score,Top_10_owner,DATA_YR
20087,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20088,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20089,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20090,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20091,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20092,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20093,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20094,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,163200,1900,A - Average,0,0,0,0,1,2024
20095,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20096,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20097,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,245200,1900,A - Average,0,0,0,0,1,2024
20098,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20099,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20100,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20101,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20102,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20103,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20104,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20105,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20106,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20107,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20108,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20109,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,163200,1900,A - Average,0,0,0,0,1,2024
20110,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20111,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20112,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20113,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20114,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20115,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20116,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20117,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20118,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20119,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20120,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,317300,1900,A - Average,0,0,0,0,1,2024
20121,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,163200,1900,A - Average,0,0,0,0,1,2024
20122,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20123,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20124,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,300600,1900,A - Average,0,0,0,0,1,2024
20125,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20126,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
40481,42.341758,-71.0857927,HISTORIC RIVIERA LLC,62100,1920,A - Average,0,0,0,0,1,2024
40482,42.341758,-71.0857927,HISTORIC RIVIERA LLC,93000,1920,A - Average,0,0,0,0,1,2024
40483,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40484,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40485,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40489,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53200,1920,A - Average,0,0,0,0,1,2024
40490,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40491,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40493,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40494,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40496,42.341758,-71.0857927,HISTORIC RIVIERA LLC,62100,1920,A - Average,0,0,0,0,1,2024
40497,42.341758,-71.0857927,HISTORIC RIVIERA LLC,93000,1920,A - Average,0,0,0,0,1,2024
40498,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40499,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40500,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40501,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40502,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40503,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53200,1920,A - Average,0,0,0,0,1,2024
40504,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53200,1920,A - Average,0,0,0,0,1,2024
40505,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40506,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40507,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40508,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40509,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40510,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40511,42.341758,-71.0857927,HISTORIC RIVIERA LLC,62100,1920,A - Average,0,0,0,0,1,2024
40512,42.341758,-71.0857927,HISTORIC RIVIERA LLC,93000,1920,A - Average,0,0,0,0,1,2024
40513,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40514,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40515,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40516,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40517,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40518,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53200,1920,A - Average,0,0,0,0,1,2024
40519,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53200,1920,A - Average,0,0,0,0,1,2024
40520,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40521,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40522,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40523,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40524,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40525,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40527,42.341758,-71.0857927,HISTORIC RIVIERA LLC,93000,1920,A - Average,0,0,0,0,1,2024
40528,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40529,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40530,42.341758,-71.0857927,HISTORIC RIVIERA LLC,50700,1920,A - Average,0,0,0,0,1,2024
40531,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40532,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40533,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53200,1920,A - Average,0,0,0,0,1,2024
40534,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53200,1920,A - Average,0,0,0,0,1,2024
40535,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40536,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40537,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40538,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40540,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40541,42.341758,-71.0857927,HISTORIC RIVIERA LLC,62100,1920,A - Average,0,0,0,0,1,2024
40542,42.341758,-71.0857927,HISTORIC RIVIERA LLC,93000,1920,A - Average,0,0,0,0,1,2024
40543,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40544,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40545,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40546,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40547,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40548,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53200,1920,A - Average,0,0,0,0,1,2024
40549,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53200,1920,A - Average,0,0,0,0,1,2024
40550,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40551,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40552,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40553,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40555,42.341758,-71.0857927,HISTORIC RIVIERA LLC,63100,1920,A - Average,0,0,0,0,1,2024
40556,42.341758,-71.0857927,HISTORIC RIVIERA LLC,62100,1920,A - Average,0,0,0,0,1,2024
40557,42.341758,-71.0857927,HISTORIC RIVIERA LLC,93000,1926,A - Average,0,0,0,0,1,2024
40558,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40559,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40560,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40561,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40562,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
40563,42.341758,-71.0857927,HISTORIC RIVIERA LLC,53900,1920,A - Average,0,0,0,0,1,2024
64629,39.0089888,-76.8952552,SEAPORT REALTY COMPANY LLC,21244800,1900,A - Average,0,0,0,0,1,2024
64634,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64636,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64637,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,253700,2006,A - Average,0,0,0,0,1,2024
64638,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64641,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64642,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64644,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64645,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,253700,2006,A - Average,0,0,0,0,1,2024
64647,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64649,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64652,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64653,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64654,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64660,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64661,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64662,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64663,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64664,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64665,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64667,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64668,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64669,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64670,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64672,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64674,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64675,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64676,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64677,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64678,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64679,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64680,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64684,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64685,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64686,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64687,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64689,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64691,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64693,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64694,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64698,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64699,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64700,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64702,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64703,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64704,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64706,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64707,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64709,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64711,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64712,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64714,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64716,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64718,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64719,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64720,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64721,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64722,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64724,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64725,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64726,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64731,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64732,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64733,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64734,40.7641964,-73.9617361,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64736,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64737,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64738,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,324600,2006,A - Average,0,0,0,0,1,2024
64739,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64740,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,433400,2006,A - Average,0,0,0,0,1,2024
64743,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64744,40.7545475,-73.9745088,SEAPORT REALTY COMPANY LLC,555800,2006,A - Average,0,0,0,0,1,2024
64076,42.3507536,-71.042766,150 SEAPORT TRUST,0,2022,G - Good,0,0,0,0,1,2024
64077,42.3507536,-71.042766,150 SEAPORT TRUST,2066300,2022,G - Good,0,0,0,0,1,2024
64081,42.3507536,-71.042766,150 SEAPORT TRUST,7166500,2022,G - Good,0,0,0,0,1,2024
64082,42.3507536,-71.042766,150 SEAPORT TRUST,1769500,2022,G - Good,0,0,0,0,1,2024
64085,42.3507536,-71.042766,150 SEAPORT TRUST,3070200,2022,G - Good,0,0,0,0,1,2024
64090,42.3507536,-71.042766,150 SEAPORT TRUST,2953600,2022,G - Good,0,0,0,0,1,2024
64094,42.3507536,-71.042766,150 SEAPORT TRUST,4100700,2022,G - Good,0,0,0,0,1,2024
64095,42.3507536,-71.042766,150 SEAPORT TRUST,7596300,2022,G - Good,0,0,0,0,1,2024
64096,42.3507536,-71.042766,150 SEAPORT TRUST,1731200,2022,G - Good,0,0,0,0,1,2024
64097,42.3507536,-71.042766,150 SEAPORT TRUST,3073200,2022,G - Good,0,0,0,0,1,2024
64101,42.3507536,-71.042766,150 SEAPORT TRUST,4212200,2022,G - Good,0,0,0,0,1,2024
64102,42.3507536,-71.042766,150 SEAPORT TRUST,7204100,2022,G - Good,0,0,0,0,1,2024
64104,42.3507536,-71.042766,150 SEAPORT TRUST,3573900,2022,G - Good,0,0,0,0,1,2024
64106,42.3507536,-71.042766,150 SEAPORT TRUST,3253000,2022,G - Good,0,0,0,0,1,2024
64107,42.3507536,-71.042766,150 SEAPORT TRUST,3013100,2022,G - Good,0,0,0,0,1,2024
64111,42.3507536,-71.042766,150 SEAPORT TRUST,3735000,2022,G - Good,0,0,0,0,1,2024
64114,42.3507536,-71.042766,150 SEAPORT TRUST,2885000,2022,G - Good,0,0,0,0,1,2024
64115,42.3507536,-71.042766,150 SEAPORT TRUST,2885000,2022,G - Good,0,0,0,0,1,2024
64116,42.3507536,-71.042766,150 SEAPORT TRUST,4103400,2022,G - Good,0,0,0,0,1,2024
64119,42.3507536,-71.042766,150 SEAPORT TRUST,3621900,2022,G - Good,0,0,0,0,1,2024
64120,42.3507536,-71.042766,150 SEAPORT TRUST,2167800,2022,G - Good,0,0,0,0,1,2024
64121,42.3507536,-71.042766,150 SEAPORT TRUST,3126000,2022,G - Good,0,0,0,0,1,2024
64122,42.3507536,-71.042766,150 SEAPORT TRUST,2886100,2022,G - Good,0,0,0,0,1,2024
64124,42.3507536,-71.042766,150 SEAPORT TRUST,6841900,2022,G - Good,0,0,0,0,1,2024
64126,42.3507536,-71.042766,150 SEAPORT TRUST,3771400,2022,G - Good,0,0,0,0,1,2024
64127,42.3507536,-71.042766,150 SEAPORT TRUST,2168700,2022,G - Good,0,0,0,0,1,2024
64128,42.3507536,-71.042766,150 SEAPORT TRUST,3127000,2022,G - Good,0,0,0,0,1,2024
64129,42.3507536,-71.042766,150 SEAPORT TRUST,2887100,2022,G - Good,0,0,0,0,1,2024
64133,42.3507536,-71.042766,150 SEAPORT TRUST,3877000,2022,G - Good,0,0,0,0,1,2024
64136,42.3507536,-71.042766,150 SEAPORT TRUST,2888100,2022,G - Good,0,0,0,0,1,2024
64137,42.3507536,-71.042766,150 SEAPORT TRUST,4562300,2022,G - Good,0,0,0,0,1,2024
64138,42.3507536,-71.042766,150 SEAPORT TRUST,8103800,2022,G - Good,0,0,0,0,1,2024
64139,42.3507536,-71.042766,150 SEAPORT TRUST,5706800,2022,G - Good,0,0,0,0,1,2024
64140,42.3507536,-71.042766,150 SEAPORT TRUST,2170700,2022,G - Good,0,0,0,0,1,2024
64141,42.3507536,-71.042766,150 SEAPORT TRUST,3129100,2022,G - Good,0,0,0,0,1,2024
64145,42.3507536,-71.042766,150 SEAPORT TRUST,5928600,2022,G - Good,0,0,0,0,1,2024
64146,42.3507536,-71.042766,150 SEAPORT TRUST,2171700,2022,G - Good,0,0,0,0,1,2024
64147,42.3507536,-71.042766,150 SEAPORT TRUST,3130100,2022,G - Good,0,0,0,0,1,2024
64148,42.3507536,-71.042766,150 SEAPORT TRUST,2890200,2022,G - Good,0,0,0,0,1,2024
64149,42.3507536,-71.042766,150 SEAPORT TRUST,4564200,2022,G - Good,0,0,0,0,1,2024
64151,42.3507536,-71.042766,150 SEAPORT TRUST,6194900,2022,G - Good,0,0,0,0,1,2024
64153,42.3507536,-71.042766,150 SEAPORT TRUST,3131200,2022,G - Good,0,0,0,0,1,2024
64155,42.3507536,-71.042766,150 SEAPORT TRUST,4562500,2022,G - Good,0,0,0,0,1,2024
64156,42.3507536,-71.042766,150 SEAPORT TRUST,8308800,2022,G - Good,0,0,0,0,1,2024
64159,42.3507536,-71.042766,150 SEAPORT TRUST,2173700,2022,G - Good,0,0,0,0,1,2024
64160,42.3507536,-71.042766,150 SEAPORT TRUST,3132200,2022,G - Good,0,0,0,0,1,2024
64161,42.3507536,-71.042766,150 SEAPORT TRUST,2892300,2022,G - Good,0,0,0,0,1,2024
64162,42.3507536,-71.042766,150 SEAPORT TRUST,4566200,2022,G - Good,0,0,0,0,1,2024
64163,42.3507536,-71.042766,150 SEAPORT TRUST,7933200,2022,G - Good,0,0,0,0,1,2024
64164,42.3507536,-71.042766,150 SEAPORT TRUST,3576400,2022,G - Good,0,0,0,0,1,2024
64166,42.3507536,-71.042766,150 SEAPORT TRUST,2174700,2022,G - Good,0,0,0,0,1,2024
64167,42.3507536,-71.042766,150 SEAPORT TRUST,3133200,2022,G - Good,0,0,0,0,1,2024
64168,42.3507536,-71.042766,150 SEAPORT TRUST,6932800,2022,G - Good,0,0,0,0,1,2024
64169,42.3507536,-71.042766,150 SEAPORT TRUST,9995900,2022,G - Good,0,0,0,0,1,2024
64170,42.3507536,-71.042766,150 SEAPORT TRUST,3753100,2022,G - Good,0,0,0,0,1,2024
64171,42.3507536,-71.042766,150 SEAPORT TRUST,1991200,2022,G - Good,0,0,0,0,1,2024
64172,42.3507536,-71.042766,150 SEAPORT TRUST,2175700,2022,G - Good,0,0,0,0,1,2024
64173,42.3507536,-71.042766,150 SEAPORT TRUST,3134300,2022,G - Good,0,0,0,0,1,2024
64174,42.3507536,-71.042766,150 SEAPORT TRUST,6899200,2022,G - Good,0,0,0,0,1,2024
